ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID875179723,41 Helston St,BALWYN NORTH,1900000.0,h,22/08/2016,4,2.0,4.0,587.0,59.0,-37.7841,145.0953,19896,4034.08,28.79,False,925.67,4701.33,308.67,Boroondara Park Primary School,881.8,192,Marcellin College,1519.78,169
ID338276970,2/125 Locksley Rd,IVANHOE,430000.0,u,3/12/2016,2,1.0,1.0,0.0,49.0,-37.7662,145.0516,19934,356.65,29.0,False,555.67,1129.0,160.67,Ivanhoe Girls' Grammar School,441.57,38,Ivanhoe Girls' Grammar School,441.57,49
ID776983966,18 Glen Rd,ASHBURTON,1665000.0,h,15/10/2016,3,2.0,3.0,702.0,74.0,-37.8737,145.0695,19847,1074.71,31.67,False,1654.0,9119.67,550.0,Solway Primary School,297.09,278,Korowa Anglican Girls' School,1887.92,13
ID619203791,48 Hamilton St,SEDDON,1502000.0,h,26/08/2017,4,3.0,1.0,934.0,5.0,-37.80898,144.88701,19997,761.76,10.36,False,885.0,1901.0,227.67,St Augustine's School,583.98,not ranked,Gilmore College For Girls,1299.98,387
ID461360731,18c High St,DONCASTER,746000.0,t,15/10/2016,3,2.0,2.0,118.0,6.0,-37.7863,145.106,19896,3687.78,28.79,False,1566.67,8895.33,491.0,Birralee Primary School,1022.58,71,Koonung Secondary College,2040.33,94
ID677158441,12 Burns Ct,HEIDELBERG HEIGHTS,659500.0,h,17/09/2016,3,1.0,1.0,608.0,64.0,-37.7361,145.0551,19936,1230.42,31.75,False,1150.67,7827.0,922.33,Rosanna Primary School,691.05,367,Charles La Trobe P-12 College,853.42,465
ID723337747,282 Cumberland Rd,PASCOE VALE,750000.0,h,18/03/2017,3,2.0,2.0,540.0,20.0,-37.7174,144.941,20033,1716.52,34.0,False,705.33,5479.67,335.0,Westbreen Primary School,501.85,321,Pascoe Vale Girls Secondary College,484.74,not ranked
ID321669246,11/17 Myamyn St,ARMADALE,3625000.0,u,4/06/2016,2,2.0,2.0,0.0,13.0,-37.8555,145.0291,19945,865.6,19.21,False,2489.67,11817.33,1268.67,St Joseph's School,338.61,113,De La Salle College,363.52,115
ID245581190,255 Coppin St,RICHMOND,1275000.0,h,8/10/2016,3,1.0,2.0,204.0,119.0,-37.8285,145.0022,19906,482.33,11.9,False,824.67,1890.33,159.33,Richmond Primary School,299.55,260,Melbourne High School,1107.31,2
ID193872848,22b Essex Rd,SURREY HILLS,2200000.0,h,7/05/2016,4,2.0,2.0,734.0,99.0,-37.8286,145.092,19894,562.17,25.77,False,2403.67,5212.33,586.67,Canterbury Primary School,821.87,43,Siena College Ltd,1002.09,not ranked
ID781246374,11 Arden Ct,KEW EAST,2162000.0,h,3/06/2017,4,2.0,3.0,794.0,69.0,-37.79172,145.05863,19932,2573.56,26.0,False,288.0,712.0,75.67,St Anne's School,876.09,293,Kew High School,595.28,124
ID142963848,8 Sydenham St,HIGHETT,1600000.0,h,27/05/2017,3,2.0,3.0,598.0,59.0,-37.95357,145.02651,19872,1465.01,40.17,False,2837.0,9343.67,1212.67,Sandringham East Primary School,510.54,295,Sandringham College,463.88,304
ID368045642,20 Westgarth St,FITZROY,1315000.0,h,18/03/2017,2,1.0,0.0,141.0,129.0,-37.7946,144.9765,19975,1658.54,13.24,False,330.33,1855.0,82.0,Carlton North Primary School,498.21,218,Academy of Mary Immaculate,1030.75,144
ID428172237,18 Belgrave St,HAWTHORN,1750000.0,h,24/06/2017,3,2.0,0.0,234.0,19.0,-37.82839,145.04086,19903,798.05,17.9,False,1173.67,8523.67,974.67,St Joseph's School,614.23,113,Swinburne Senior Secondary College,584.98,not ranked
ID159166296,123 Barkly St,BRUNSWICK EAST,1280000.0,h,10/12/2016,4,2.0,0.0,161.0,129.0,-37.7772,144.9723,19969,1220.25,24.33,False,703.67,1502.0,135.67,Brunswick South Primary School,168.7,448,Princes Hill Secondary College,947.61,not ranked
ID306620890,1/8 Louise St,CLIFTON HILL,712000.0,u,20/05/2017,2,1.0,1.0,36.0,49.0,-37.7926,145.0019,19974,719.64,15.14,False,1097.67,5916.0,553.33,Spensley Street Primary School,669.34,not ranked,Sophia Mundi Steiner School,1265.86,not ranked
ID746817956,7 Dalton Pl,GLADSTONE PARK,680000.0,h,3/09/2017,3,1.0,2.0,300.0,59.0,-37.68416,144.8895,20031,2622.85,38.0,False,663.0,4010.0,377.0,Gladstone Park Primary School,420.36,not ranked,Gladstone Park Secondary College,625.61,not ranked
ID895727293,13 George St,NIDDRIE,960000.0,h,6/05/2017,3,1.0,2.0,626.0,69.0,-37.7421,144.8851,20037,3144.87,24.0,False,84.33,293.33,23.0,St John Bosco's School,386.77,not ranked,Rosehill Secondary College,518.56,239
ID526060115,75 Normanby Rd,CAULFIELD NORTH,1925000.0,h,12/08/2017,4,2.0,2.0,494.0,119.0,-37.87206,145.03512,19944,824.58,20.8,False,1593.33,6648.33,530.0,Malvern Primary School,297.91,122,Oakwood School,229.36,565
ID265665598,1/164 Barkers Rd,HAWTHORN,1200000.0,t,15/07/2017,3,2.0,2.0,1089.0,49.0,-37.81432,145.03221000000005,19904,878.18,15.67,False,1173.67,8523.67,974.67,Xavier College,109.94,284,Xavier College,109.94,53
ID660816366,3/11 Martell St,BROADMEADOWS,310000.0,u,17/06/2017,2,1.0,1.0,171.0,11.0,-37.68489,144.9212,20030,248.05,40.0,False,684.0,1695.67,161.0,St Dominic's School,221.18,82,Penola Catholic College,419.46,361
ID598414087,1/5 Glover St,HEIDELBERG HEIGHTS,590000.0,h,17/06/2017,3,1.0,2.0,290.0,69.0,-37.7368,145.05048,19936,1535.68,31.75,False,1173.67,8523.67,974.67,Rosanna Primary School,1104.42,367,Charles La Trobe P-12 College,1130.41,465
ID933440630,27 Buckingham Cr,SUNSHINE WEST,551000.0,h,8/07/2017,3,1.0,2.0,613.0,45.0,-37.80046,144.82676,20021,1432.27,24.56,True,2532.33,5455.0,713.0,St Peter's School,628.41,345,Sunshine College,1143.34,233
ID297120181,205/15 Pickles St,PORT MELBOURNE,600000.0,u,29/04/2017,2,1.0,1.0,0.0,14.0,-37.8443,144.9442,20043,2981.66,0.0,False,705.33,5479.67,335.0,Albert Park Primary School,799.59,306,Albert Park College,283.39,131
ID992669114,2/6 Culma St,GLEN HUNTLY,812000.0,u,18/06/2016,2,1.0,1.0,0.0,24.0,-37.8924,145.0409,19942,320.22,29.23,False,431.33,971.0,220.67,Glen Huntly Primary School,492.41,290,Glen Eira College,787.97,215
ID814928793,14 Noga Av,KEILOR EAST,840000.0,h,15/07/2017,3,1.0,2.0,575.0,49.0,-37.74316,144.87894,20037,3577.79,24.0,False,591.67,1189.67,177.33,St John Bosco's School,889.72,not ranked,Rosehill Secondary College,748.28,239
ID538595457,1 Newry St,RICHMOND,1220000.0,h,18/06/2016,2,1.0,2.0,198.0,6.0,-37.8244,145.0046,19906,437.34,11.9,False,824.67,1890.33,159.33,Richmond Primary School,753.14,260,Richmond High School,794.19,not ranked
ID691850747,30 Astley St,MONTMORENCY,1050000.0,h,27/05/2017,4,2.0,1.0,973.0,16.0,-37.72082,145.12027,19986,624.6,43.9,False,1471.0,7759.67,779.67,Montmorency Primary School,371.56,360,Montmorency Secondary College,952.67,not ranked
ID144044125,72 Anderson Rd,SUNSHINE,595999.0,h,16/07/2016,3,1.0,1.0,750.0,69.0,-37.7892,144.827,20021,522.36,24.56,False,1363.67,6287.67,564.33,Sunshine Primary School,406.41,not ranked,Sunshine College,229.76,233
ID660834891,1/12 Grenville St,HAMPTON,860000.0,u,29/04/2017,2,1.0,1.0,90.0,57.0,-37.9354,144.9994,19949,339.6,31.5,False,1841.67,9184.67,533.33,St Mary's School,292.6,159,St Leonard's College,1039.38,43
ID777533611,26 Tarago Cr,CLAYTON SOUTH,950000.0,h,26/08/2017,3,2.0,2.0,535.0,49.0,-37.94122,145.10924,19915,2090.99,34.26,False,84.67,371.67,13.0,Clayton South Primary School,637.47,not ranked,Heatherton Christian College,1859.43,226
ID763444111,9 Cook St,IVANHOE,981000.0,h,4/06/2016,3,3.0,2.0,626.0,3.0,-37.76,145.0326,19933,1501.53,26.06,False,555.67,1129.0,160.67,St Bernadette's School,366.43,230,Virtual School Victoria,648.22,not ranked
ID441212580,39 Bentley St,SURREY HILLS,1755000.0,h,12/11/2016,3,2.0,2.0,808.0,49.0,-37.832,145.11,19895,1318.37,25.5,False,2403.67,5212.33,586.67,Our Lady of Perpetual Succour School,248.38,178,Kingswood College,763.48,106
ID595709990,87 Elizabeth St,NEWPORT,1002500.0,h,14/05/2016,3,1.0,2.0,501.0,49.0,-37.8356,144.8785,19995,855.63,14.33,True,71.0,261.0,20.0,Newport Lakes Primary School,314.65,228,Bayside P-12 College,2529.91,243
ID842342988,17 Prospect St,PASCOE VALE,880000.0,h,27/06/2016,3,2.0,2.0,588.0,59.0,-37.7283,144.9356,20034,706.9,31.0,False,659.0,5219.33,338.33,Pascoe Vale Primary School,356.72,414,Pascoe Vale Girls Secondary College,1195.13,not ranked
ID943802768,2 Boyd St,ALBERT PARK,2905000.0,h,3/06/2017,2,1.0,1.0,254.0,59.0,-37.84583,144.95658,19958,2954.01,13.5,False,1214.67,5603.67,375.33,Middle Park Primary School,234.41,242,Albert Park College,818.41,131
ID589490042,522 Waterdale Rd,HEIDELBERG HEIGHTS,526000.0,h,27/06/2016,2,1.0,1.0,310.0,25.0,-37.7389,145.0486,19936,1606.3,31.75,False,1150.67,7827.0,922.33,St Pius X School,916.06,not ranked,East Preston Islamic College,1221.15,491
ID851999719,4/3 Brookfield Ct,HAWTHORN EAST,430000.0,u,25/02/2017,1,1.0,1.0,2276.0,69.0,-37.8343,145.0547,19853,929.78,19.09,False,1253.67,7401.33,484.67,Camberwell Primary School,344.97,35,SEDA College (Victoria),403.82,not ranked
ID579585862,4 Muriel St,NIDDRIE,1007000.0,h,27/06/2016,2,1.0,1.0,646.0,69.0,-37.7433,144.891,20037,2630.79,24.0,False,71.0,261.0,20.0,St John Bosco's School,178.08,not ranked,Rosehill Secondary College,566.8,239
ID824704215,2/8 View St,PASCOE VALE,521500.0,u,8/10/2016,2,1.0,1.0,0.0,49.0,-37.7262,144.9273,20034,513.25,31.0,False,659.0,5219.33,338.33,St Francis de Sales School,984.89,not ranked,Strathmore Secondary College,1198.06,133
ID603548058,15 Morgan St,PRESTON,990000.0,h,11/03/2017,3,2.0,2.0,475.0,99.0,-37.7344,145.00799999999995,20011,810.85,31.2,False,705.33,5479.67,335.0,Preston Primary School,474.58,250,Preston High School,822.82,not ranked
ID444228214,1/40 Ormond Rd,ELWOOD,470000.0,u,25/02/2017,1,1.0,1.0,900.0,84.0,-37.8839,144.9848,19955,1277.75,19.5,False,1666.0,9333.67,523.0,St Columba's School,357.24,343,Elwood College,179.41,175
ID635993268,1/19 Warrina St,CHADSTONE,965000.0,t,17/09/2016,4,3.0,2.0,273.0,7.0,-37.8742,145.105,19847,2321.26,31.67,False,1540.67,6062.33,477.67,St Mary Magdalen's School,704.89,not ranked,Salesian College,1037.47,153
ID804949256,49 Grove Rd,HAWTHORN,3335000.0,h,3/06/2017,4,2.0,2.0,371.0,129.0,-37.81474,145.02608999999995,19905,837.23,13.95,False,1173.67,8523.67,974.67,Xavier College,451.82,284,Xavier College,451.82,53
ID749077546,35 Teddington Rd,HAMPTON,1715000.0,h,4/03/2017,3,1.0,2.0,765.0,64.0,-37.9358,145.018,19949,1471.28,31.5,False,1841.67,9184.67,533.33,St Leonard's College,1215.75,33,St Leonard's College,1215.75,43
ID948902767,8 Ila St,GLENROY,901000.0,h,20/05/2017,3,1.0,2.0,702.0,69.0,-37.709,144.9368,20033,1674.33,34.0,True,1841.67,9184.67,533.33,St Thomas More's School,741.79,not ranked,Pascoe Vale Girls Secondary College,960.18,not ranked
ID972829126,3 Charles St,HADFIELD,1102000.0,h,27/11/2016,3,1.0,2.0,1020.0,7.0,-37.709,144.9434,19962,1634.37,37.0,False,1683.67,8938.67,509.33,St Thomas More's School,233.56,not ranked,Pascoe Vale Girls Secondary College,1180.22,not ranked
ID659784708,11/276 Domain Rd,SOUTH YARRA,430000.0,u,3/09/2016,1,1.0,1.0,0.0,49.0,-37.8351,144.9909,19959,393.81,12.54,False,1100.67,3636.33,457.33,Christ Church Grammar School,624.35,14,Melbourne High School,433.16,2
ID541145963,104/2 Cromwell Rd,SOUTH YARRA,800000.0,u,3/06/2017,2,2.0,1.0,0.0,5.0,-37.84712,144.99967,19947,355.64,16.21,False,1245.0,3886.0,447.67,Toorak Primary School,928.35,83,Prahran High School,936.25,not ranked
ID251995396,31 Cobden St,NORTH MELBOURNE,1425000.0,h,3/09/2017,3,1.0,3.0,163.0,139.0,-37.80452,144.95718,19842,768.46,4.74,False,84.33,293.33,23.0,North Melbourne Primary School,863.82,182,Simonds Catholic College,411.0,262
ID188032299,9 Ryland St,COBURG NORTH,841000.0,h,16/09/2017,3,1.0,3.0,533.0,59.0,-37.72631,144.96274,19963,611.49,36.0,False,1097.67,5916.0,553.33,St Mark's School,1119.41,300,Mercy College,482.51,349
ID231279953,2115/18 Mt Alexander Rd,TRAVANCORE,341500.0,u,15/07/2017,2,1.0,1.0,16000.0,7.0,-37.78466,144.93829,19971,397.9,19.0,False,1021.67,5132.0,325.0,Debney Meadows Primary School,313.31,not ranked,Mount Alexander 7-12 College,524.98,not ranked
ID918307603,14 Alice St,COBURG,990000.0,h,29/04/2017,3,1.0,3.0,414.0,89.0,-37.7432,144.9573,19965,539.81,32.0,False,1097.67,5916.0,553.33,St Fidelis' School,895.28,not ranked,Australian International Academy of Education,1089.91,not ranked
ID190614687,5/38 Bank St,SOUTH MELBOURNE,742000.0,u,27/11/2016,3,2.0,2.0,0.0,16.0,-37.8319,144.9682,19854,1517.24,3.18,False,1100.67,3636.33,457.33,Melbourne Grammar School,804.26,79,Victorian College Of The Arts Secondary School,508.03,not ranked
ID905174117,4 Miller St,COBURG,1000000.0,h,15/10/2016,3,1.0,1.0,431.0,49.0,-37.75,144.9695,19966,840.11,30.0,False,1071.33,5783.67,419.67,St Bernard's School,402.6,479,Coburg High School,1075.23,79
ID758718497,76 Castlemaine St,YARRAVILLE,935000.0,h,6/05/2017,3,1.0,0.0,212.0,13.0,-37.8143,144.8883,19996,224.56,11.36,False,817.67,1779.67,181.0,St Augustine's School,155.33,not ranked,Gilmore College For Girls,1788.63,387
ID408489462,27 Olver St,PRESTON,715000.0,t,4/03/2017,2,1.0,1.0,132.0,10.0,-37.7343,145.0025,20012,517.13,28.3,False,705.33,5479.67,335.0,Preston West Primary School,702.13,52,Preston High School,886.35,not ranked
ID577326652,39 Emu Pde,JACANA,551000.0,h,4/03/2017,3,1.0,0.0,610.0,64.0,-37.6885,144.9092,20031,942.34,38.0,False,92.33,260.0,36.67,Broadmeadows Valley Primary School,899.95,not ranked,Penola Catholic College,801.58,361
ID156086258,150 Millers Rd,ALTONA NORTH,585000.0,h,3/06/2017,3,1.0,1.0,402.0,39.0,-37.83012,144.84818,19995,3319.85,14.33,False,2494.67,11307.0,1410.0,Altona North Primary School,768.24,not ranked,Emmanuel College,535.94,180
ID925081860,225 Gillies St,FAIRFIELD,1055000.0,h,27/06/2016,3,1.0,2.0,382.0,69.0,-37.7696,145.0188,19930,1078.41,22.0,False,334.67,1407.67,88.33,Fairfield Primary School,944.84,193,Virtual School Victoria,1037.79,not ranked
ID916430818,2/80 Hawker St,AIRPORT WEST,480000.0,u,29/04/2017,2,1.0,1.0,128.0,10.0,-37.7216,144.8837,20033,3354.76,34.0,False,1214.67,5603.67,375.33,St Christopher's School,486.23,274,Penleigh & Essendon Grammar School,1662.68,not ranked
ID487742008,21A Cosmos St,GLENROY,577000.0,h,18/03/2017,3,1.0,2.0,706.0,49.0,-37.7053,144.9372,20032,1761.67,36.0,False,1841.67,9184.67,533.33,St Thomas More's School,717.02,not ranked,Glenroy Secondary College,1076.94,511
ID838979169,40 Devereaux St,OAK PARK,840000.0,h,18/06/2016,4,1.0,2.0,704.0,59.0,-37.7143,144.9096,20033,1125.43,34.0,False,136.33,302.67,42.0,Oak Park Primary School,498.33,not ranked,Glenroy Secondary College,1726.16,511
ID803126626,43 Woolart St,STRATHMORE,1015000.0,h,6/08/2016,4,2.0,1.0,794.0,49.0,-37.7196,144.9062,20033,1361.34,34.0,False,1363.67,6287.67,564.33,Oak Park Primary School,900.93,not ranked,Glenroy Secondary College,2343.02,511
ID421799461,306 Grimshaw St,WATSONIA NORTH,920000.0,h,16/09/2017,4,2.0,2.0,966.0,59.0,-37.7023,145.08357,19984,963.98,37.67,False,281.67,524.33,75.33,Watsonia North Primary School,343.0,440,Loyola College,278.3,206
ID938756044,19 Norfolk St,GLEN WAVERLEY,1100000.0,h,27/05/2017,4,2.0,2.0,726.0,58.0,-37.89814000000001,145.14457,19915,3631.24,34.26,False,56.33,98.33,19.0,Pinewood Primary School,914.24,51,Brentwood Secondary College,1918.61,168
ID427827924,4 Charlton Pl,THOMASTOWN,750000.0,h,16/09/2017,3,2.0,2.0,536.0,39.0,-37.67666,144.99161,20007,2038.71,40.22,False,502.67,1662.67,118.67,St Clare's School,551.61,not ranked,Thomastown Secondary College,938.32,489
ID412973634,11 Finsbury St,FLEMINGTON,1130000.0,h,8/10/2016,3,1.0,0.0,294.0,119.0,-37.7856,144.9292,20040,193.3,18.0,False,1923.67,8979.33,620.33,St Brendan's School,244.11,not ranked,Kensington Community High School,409.45,not ranked
ID977538533,13/378 Dandenong Rd,CAULFIELD NORTH,722000.0,u,17/09/2016,2,2.0,2.0,0.0,8.0,-37.8607,145.0116,19945,827.4,19.21,False,1540.67,6062.33,477.67,The King David School,292.02,140,The King David School,292.02,27
ID562974008,1/23 Stewart St,PASCOE VALE,601500.0,h,7/05/2016,2,1.0,1.0,253.0,19.0,-37.7286,144.9249,20034,376.54,31.0,False,659.0,5219.33,338.33,Strathmore North Primary School,889.04,145,Strathmore Secondary College,942.08,133
ID366537860,22 Lynch St,SUNSHINE,711000.0,h,28/08/2016,3,1.0,2.0,494.0,59.0,-37.7794,144.8347,20004,900.76,26.38,False,1363.67,6287.67,564.33,Sunshine North Primary School,851.35,not ranked,Braybrook College,1136.58,139
ID610902214,29 Bowen St,RICHMOND,2180000.0,h,3/12/2016,3,2.0,2.0,345.0,18.0,-37.8159,144.994,19978,250.15,9.12,False,824.67,1890.33,159.33,Richmond West Primary School,295.56,452,Lynall Hall Community School,728.94,559
ID333391862,1/51 The Grove,COBURG,605000.0,h,27/06/2016,2,1.0,1.0,0.0,50.0,-37.7519,144.9721,19966,949.18,30.0,False,1071.33,5783.67,419.67,St Bernard's School,501.34,479,Coburg High School,1248.27,79
ID512381862,1/26 York St,GLENROY,600000.0,t,27/11/2016,3,1.0,2.0,258.0,18.0,-37.7047,144.9087,20032,750.62,36.0,False,1683.67,8938.67,509.33,Glenroy West Primary School,45.86,not ranked,Glenroy Secondary College,1435.14,511
ID826111495,11/2 MacArthur Rd,PARKVILLE,734600.0,u,22/08/2016,2,2.0,1.0,2427.0,29.0,-37.7896,144.9584,19970,1078.74,22.33,False,136.33,302.67,42.0,St Michael's School,1145.95,155,University High School,863.62,67
ID330558085,79 McIver St,FERNTREE GULLY,760000.0,h,29/07/2017,3,1.0,3.0,984.0,59.0,-37.89766,145.29185,19867,1485.13,53.17,False,56.33,98.33,19.0,St John the Baptist School,1180.79,not ranked,St Joseph's College,847.46,126
ID840359516,1 Athol St,MOONEE PONDS,1350000.0,h,10/09/2016,4,2.0,2.0,447.0,139.0,-37.7704,144.9199,20038,526.48,22.0,False,278.0,489.0,65.0,Ascot Vale Primary School,700.04,249,Lowther Hall Anglican Grammar School,1245.79,not ranked
ID864565963,7 Buchan St,DANDENONG NORTH,895000.0,h,22/07/2017,5,2.0,4.0,779.0,49.0,-37.94465,145.21236000000005,19890,3998.3,44.35,False,1083.67,3612.67,368.33,Rosewood Downs Primary School,113.55,not ranked,Nazareth College,1563.3,232
ID431002787,106 Outlook Dr,GLENROY,600000.0,h,22/05/2016,3,1.0,4.0,541.0,51.0,-37.7051,144.9069,20032,911.09,36.0,False,1683.67,8938.67,509.33,Glenroy West Primary School,123.71,not ranked,Glenroy Secondary College,1594.28,511
ID585416451,226/3 Hoddle St,COLLINGWOOD,561000.0,u,3/06/2017,2,2.0,2.0,3701.0,14.0,-37.80896,144.9911,19977,201.99,10.24,False,1097.67,5916.0,553.33,Richmond West Primary School,660.26,452,Collingwood College,667.23,359
ID477486312,3/25 Ellesmere Pde,ROSANNA,710000.0,t,30/07/2016,3,1.0,1.0,174.0,69.0,-37.7404,145.0648,19936,300.08,31.75,False,824.67,1890.33,159.33,Rosanna Primary School,581.73,367,Charles La Trobe P-12 College,1383.17,465
ID532171471,22 Nimmo St,ESSENDON,1160000.0,h,10/09/2016,4,3.0,2.0,256.0,4.0,-37.7527,144.8957,20037,1841.31,24.0,False,334.67,1407.67,88.33,Our Lady of the Nativity School,413.31,373,Ave Maria College,479.5,111
ID995074455,29 Livingstone St,IVANHOE,1350000.0,h,3/06/2017,4,1.0,2.0,587.0,48.0,-37.76737,145.03943999999996,19933,553.41,26.06,False,591.67,1189.67,177.33,Ivanhoe Primary School,323.9,100,Ivanhoe Girls' Grammar School,681.91,49
ID607400381,4/27 Roseberry St,ASCOT VALE,440000.0,u,19/11/2016,2,1.0,1.0,0.0,49.0,-37.7749,144.9137,20039,715.95,20.0,False,2489.67,11817.33,1268.67,St Mary's School,244.5,159,Lowther Hall Anglican Grammar School,1672.63,not ranked
ID527677965,12 Riviera St,SEAFORD,795000.0,h,27/05/2017,4,2.0,2.0,631.0,59.0,-38.08814,145.12598,19858,1507.29,60.58,False,101.67,251.33,18.67,Seaford North Primary School,705.04,not ranked,Patterson River Secondary College,924.96,not ranked
ID540507379,24 Bolingbroke St,PASCOE VALE,1410000.0,h,22/04/2017,5,3.0,4.0,1004.0,10.0,-37.7321,144.9353,20034,643.11,31.0,False,705.33,5479.67,335.0,Pascoe Vale Primary School,197.77,414,Strathmore Secondary College,933.98,133
ID828671450,5/240 Barkly St,ST KILDA,370500.0,u,10/12/2016,1,1.0,1.0,0.0,59.0,-37.8722,144.9805,19956,1182.61,17.5,False,1363.67,6287.67,564.33,Yesodei HaTorah College,286.61,277,Yesodei HaTorah College,286.61,38
ID367540914,99 Christmas St,NORTHCOTE,1575000.0,h,7/11/2016,2,1.0,3.0,607.0,74.0,-37.7668,145.0149,19930,1388.39,22.0,False,136.33,302.67,42.0,Holy Spirit School,672.54,496,Virtual School Victoria,1088.21,not ranked
ID928907916,9a Elizabeth St,BRIGHTON EAST,1355000.0,h,15/10/2016,3,1.0,2.0,759.0,89.0,-37.9057,145.0166,19952,1232.53,24.5,False,2744.33,10289.67,780.0,Gardenvale Primary School,178.43,138,Japanese School of Melbourne,1495.9,not ranked
ID395806050,12 Prospect St,ESSENDON WEST,1430000.0,h,8/10/2016,2,1.0,1.0,711.0,6.0,-37.755,144.8848,20037,2765.61,24.0,False,1144.33,6845.67,375.67,Aberfeldie Primary School,893.31,227,St Bernard's College,639.95,130
ID618510982,35 Carbeena Pde,HEIDELBERG WEST,515500.0,h,12/11/2016,2,1.0,1.0,331.0,59.0,-37.7441,145.0379,19935,2471.33,29.82,False,1150.67,7827.0,922.33,St Pius X School,802.63,not ranked,East Preston Islamic College,1139.07,491
ID198070320,1 Melva St,BENTLEIGH EAST,1515000.0,h,6/05/2017,4,3.0,2.0,635.0,69.0,-37.9107,145.0745,19917,1671.09,29.35,False,959.0,4476.67,324.0,Hughesdale Primary School,607.3,221,Sacred Heart Girls' College,1392.15,93
ID231631598,12 Rocklea Rd,BULLEEN,1331000.0,h,23/09/2017,3,2.0,2.0,697.0,49.0,-37.76823,145.08103,19935,2178.96,29.82,False,941.33,5813.0,575.67,St Clement of Rome School,825.2,196,Marcellin College,743.57,169
ID863341984,17 Menzies Pde,LALOR,622000.0,h,8/07/2017,3,1.0,2.0,575.0,49.0,-37.67146,145.03232,20006,1471.89,42.22,True,1360.67,6408.67,691.67,Lalor Primary School,629.64,not ranked,Lalor Secondary College,200.47,378
ID728957699,3 Deidre Ct,AIRPORT WEST,895000.0,h,10/09/2016,3,1.0,6.0,1063.0,44.0,-37.7249,144.8728,20033,4358.96,34.0,False,1202.0,5034.33,333.0,St Christopher's School,655.98,274,Penleigh & Essendon Grammar School,836.1,not ranked
ID771687563,1/514 Bluff Rd,HAMPTON,820000.0,t,27/11/2016,3,2.0,2.0,0.0,69.0,-37.9368,145.0242,19937,1134.01,38.27,False,1683.67,8938.67,509.33,St Agnes' School,1232.49,not ranked,St Leonard's College,1721.32,43
ID909674036,18b Marara Rd,CAULFIELD SOUTH,1115000.0,h,22/08/2016,2,1.0,1.0,402.0,14.0,-37.8967,145.0313,19941,1028.92,32.15,False,1540.67,6062.33,477.67,Caulfield South Primary School,166.98,355,Divrei Emineh,836.91,not ranked
ID730334824,7/3 Ashley St,WANTIRNA,450000.0,h,1/07/2017,2,2.0,2.0,74.0,18.0,-37.84646,145.22591,19871,2600.66,41.08,False,256.0,511.33,54.67,St Luke's School,1113.88,not ranked,Heathmont College,1047.0,433
ID432066607,92 Glenroy Rd,GLENROY,750000.0,h,3/06/2017,4,2.0,3.0,659.0,39.0,-37.70619,144.92916,20032,1067.52,36.0,False,1841.67,9184.67,533.33,Glenroy Central Primary School,421.01,422,Glenroy Secondary College,402.45,511
ID221039652,80 Judkins Av,HOPPERS CROSSING,567000.0,h,26/08/2017,4,2.0,3.0,632.0,34.0,-37.86495,144.69718999999995,19922,2066.67,32.14,False,512.0,1119.67,175.67,Baden Powell P-9 College,786.09,not ranked,Hoppers Crossing Secondary College,716.61,not ranked
ID232342115,6/11 Rose St,IVANHOE,465000.0,u,14/05/2016,2,1.0,1.0,795.0,49.0,-37.7744,145.0415,19932,273.37,26.0,False,555.67,1129.0,160.67,Ivanhoe Grammar School,335.63,150,Ivanhoe Grammar School,335.63,57
ID930846418,1/316 Tucker Rd,ORMOND,758000.0,h,4/03/2017,2,1.0,1.0,250.0,59.0,-37.9063,145.0535,19941,1267.22,32.15,False,298.0,735.0,154.0,McKinnon Primary School,204.3,282,McKinnon Secondary College,788.24,48
ID888086964,90 Bennett St,FITZROY NORTH,1400000.0,h,16/09/2017,3,2.0,2.0,9338.0,59.0,-37.78101,144.98843,20019,427.54,18.3,False,2047.67,9171.0,742.33,Merri Creek Primary School,459.44,191,Fitzroy High School,442.28,248
ID710316474,122 Stephen St,YARRAVILLE,510000.0,u,11/02/2017,1,1.0,2.0,0.0,15.0,-37.8173,144.894,19996,392.3,11.36,False,817.67,1779.67,181.0,St Augustine's School,538.88,not ranked,Gilmore College For Girls,2027.69,387
ID704361016,56 Packington St,PRAHRAN,1720000.0,h,25/02/2017,3,2.0,2.0,183.0,20.0,-37.8562,145.0042,19946,1045.47,18.21,False,705.33,5479.67,335.0,The King David School,597.47,140,The King David School,597.47,27
ID567019582,4/77 Pender St,THORNBURY,350000.0,u,18/06/2016,2,1.0,1.0,0.0,59.0,-37.7542,145.01,20014,1010.3,25.3,False,2403.67,5212.33,586.67,Penders Grove Primary School,377.46,not ranked,St John's College Preston,1257.34,not ranked
ID134324478,1/34 Clarence St,ELSTERNWICK,1240000.0,u,7/11/2016,3,2.0,2.0,319.0,29.0,-37.8922,145.0112,19953,794.93,23.5,False,1566.67,8895.33,491.0,Leibler Yavneh College,408.7,not ranked,Leibler Yavneh College,408.7,28
